review_id,review_date,product_id,source,rating,review_text,sentiment_label,primary_aspect,verified_purchase,helpful_votes
RV00306,2024-02-11,P004,Marketplace,2,Not satisfied with the AeroRun Flex. The fit failed within a few days and delivery was delayed.,negative,fit,1,5
RV00307,2025-03-08,P002,Marketplace,1,The SonicWave Lite disappointed me. The battery is poor and support took too long to respond.,negative,battery,1,0
RV00308,2025-04-16,P004,Marketplace,2,The AeroRun Flex disappointed me. The price is poor and support took too long to respond.,negative,price,1,5
RV00309,2025-02-17,P002,Retail Survey,5,Excellent purchase. The SonicWave Lite has strong sound quality and arrived in perfect condition.,positive,sound quality,0,8
RV00310,2025-10-05,P002,Support Follow-up,3,The SonicWave Lite is fine for regular use. The sound quality matches the listed specifications.,neutral,sound quality,1,5
RV00311,2025-03-27,P004,Marketplace,4,"I have used the AeroRun Flex for several weeks. Great comfort, simple setup, and helpful service.",positive,comfort,0,0
RV00312,2025-04-22,P001,MarketPulse Store,4,"I have used the PulseBottle Pro for several weeks. Great temperature retention, simple setup, and helpful service.",positive,temperature retention,1,0
RV00313,2025-11-06,P003,Marketplace,2,The FitTrack Neo costs too much for this level of battery. I requested a return.,negative,battery,1,18
RV00314,2025-02-08,P003,Marketplace,5,Excellent purchase. The FitTrack Neo has strong fitness tracking and arrived in perfect condition.,positive,fitness tracking,1,7
RV00315,2025-05-27,P003,MarketPulse Store,5,"I have used the FitTrack Neo for several weeks. Great fitness tracking, simple setup, and helpful service.",positive,fitness tracking,1,0
RV00316,2024-05-29,P004,Retail Survey,4,Very happy with the AeroRun Flex. The sole quality exceeded my expectations and the price feels fair.,positive,sole quality,0,2
RV00317,2025-01-13,P002,MarketPulse Store,5,The SonicWave Lite feels reliable and the battery is excellent. Delivery was quick and I would recommend it.,positive,battery,1,22
RV00318,2025-01-11,P002,MarketPulse Store,4,Excellent purchase. The SonicWave Lite has strong sound quality and arrived in perfect condition.,positive,sound quality,1,0
RV00319,2025-05-20,P003,Support Follow-up,4,The FitTrack Neo feels reliable and the fitness tracking is excellent. Delivery was quick and I would recommend it.,positive,fitness tracking,1,0
RV00320,2025-06-06,P004,Support Follow-up,1,The AeroRun Flex disappointed me. The price is poor and support took too long to respond.,negative,price,0,14
RV00321,2024-07-09,P004,MarketPulse Store,4,The AeroRun Flex feels reliable and the sole quality is excellent. Delivery was quick and I would recommend it.,positive,sole quality,1,3
RV00322,2024-05-17,P002,Support Follow-up,3,The SonicWave Lite is acceptable. The battery is average and delivery took the expected time.,neutral,battery,1,0
RV00323,2024-11-22,P001,Marketplace,5,Excellent purchase. The PulseBottle Pro has strong price and arrived in perfect condition.,positive,price,0,0
RV00324,2024-10-19,P004,Marketplace,4,Excellent purchase. The AeroRun Flex has strong comfort and arrived in perfect condition.,positive,comfort,1,4
RV00325,2024-03-02,P004,Retail Survey,5,The AeroRun Flex feels reliable and the sole quality is excellent. Delivery was quick and I would recommend it.,positive,sole quality,1,0
RV00326,2024-01-03,P003,Retail Survey,5,Very happy with the FitTrack Neo. The price exceeded my expectations and the price feels fair.,positive,price,1,1
RV00327,2024-04-20,P004,Support Follow-up,5,Very happy with the AeroRun Flex. The fit exceeded my expectations and the price feels fair.,positive,fit,1,0
RV00328,2024-11-10,P001,Marketplace,5,Very happy with the PulseBottle Pro. The temperature retention exceeded my expectations and the price feels fair.,positive,temperature retention,1,21
RV00329,2025-06-19,P001,Retail Survey,1,Not satisfied with the PulseBottle Pro. The build quality failed within a few days and delivery was delayed.,negative,build quality,1,16
RV00330,2025-08-29,P002,Retail Survey,5,"I have used the SonicWave Lite for several weeks. Great price, simple setup, and helpful service.",positive,price,0,0
RV00331,2024-03-20,P004,Retail Survey,5,Excellent purchase. The AeroRun Flex has strong price and arrived in perfect condition.,positive,price,1,11
RV00332,2025-08-05,P003,MarketPulse Store,5,The FitTrack Neo feels reliable and the display is excellent. Delivery was quick and I would recommend it.,positive,display,1,8
RV00333,2024-04-11,P001,Support Follow-up,5,Excellent purchase. The PulseBottle Pro has strong build quality and arrived in perfect condition.,positive,build quality,1,13
RV00334,2025-01-25,P003,Retail Survey,1,The FitTrack Neo disappointed me. The price is poor and support took too long to respond.,negative,price,1,4
RV00335,2025-05-11,P004,Support Follow-up,5,"I have used the AeroRun Flex for several weeks. Great fit, simple setup, and helpful service.",positive,fit,1,4
RV00336,2025-01-18,P003,MarketPulse Store,4,Very happy with the FitTrack Neo. The display exceeded my expectations and the price feels fair.,positive,display,1,5
RV00337,2024-08-03,P003,Marketplace,1,The FitTrack Neo disappointed me. The battery is poor and support took too long to respond.,negative,battery,0,13
RV00338,2024-03-20,P001,Support Follow-up,5,Excellent purchase. The PulseBottle Pro has strong lid seal and arrived in perfect condition.,positive,lid seal,1,7
RV00339,2025-08-07,P003,Support Follow-up,2,Not satisfied with the FitTrack Neo. The fitness tracking failed within a few days and delivery was delayed.,negative,fitness tracking,1,15
RV00340,2025-03-21,P003,Marketplace,3,"I received the FitTrack Neo. It works as described, although the display is neither great nor poor.",neutral,display,1,9
RV00341,2024-10-26,P002,Marketplace,1,"Bad experience. The SonicWave Lite has weak battery, confusing setup, and unhelpful service.",negative,battery,1,0
RV00342,2024-11-25,P002,Support Follow-up,5,Very happy with the SonicWave Lite. The sound quality exceeded my expectations and the price feels fair.,positive,sound quality,1,10
RV00343,2024-02-10,P004,Marketplace,5,Excellent purchase. The AeroRun Flex has strong comfort and arrived in perfect condition.,positive,comfort,1,3
RV00344,2024-12-18,P003,Marketplace,2,"Bad experience. The FitTrack Neo has weak fitness tracking, confusing setup, and unhelpful service.",negative,fitness tracking,1,10
RV00345,2024-06-05,P001,Marketplace,4,"I have used the PulseBottle Pro for several weeks. Great build quality, simple setup, and helpful service.",positive,build quality,1,0
RV00346,2024-07-23,P002,Retail Survey,3,The SonicWave Lite is acceptable. The comfort is average and delivery took the expected time.,neutral,comfort,1,10
RV00347,2025-05-20,P001,Retail Survey,4,Excellent purchase. The PulseBottle Pro has strong temperature retention and arrived in perfect condition.,positive,temperature retention,1,17
RV00348,2025-10-02,P001,MarketPulse Store,3,The PulseBottle Pro is acceptable. The lid seal is average and delivery took the expected time.,neutral,lid seal,1,7
RV00349,2024-10-31,P003,Retail Survey,5,"I have used the FitTrack Neo for several weeks. Great price, simple setup, and helpful service.",positive,price,1,17
RV00350,2024-03-14,P004,Marketplace,5,Very happy with the AeroRun Flex. The sole quality exceeded my expectations and the price feels fair.,positive,sole quality,1,6
RV00351,2025-10-28,P002,Support Follow-up,3,The SonicWave Lite is fine for regular use. The comfort matches the listed specifications.,neutral,comfort,1,1
RV00352,2024-03-01,P002,Marketplace,1,The SonicWave Lite costs too much for this level of battery. I requested a return.,negative,battery,1,0
RV00353,2024-04-15,P002,MarketPulse Store,1,Not satisfied with the SonicWave Lite. The sound quality failed within a few days and delivery was delayed.,negative,sound quality,0,14
RV00354,2024-04-25,P001,Marketplace,5,Very happy with the PulseBottle Pro. The build quality exceeded my expectations and the price feels fair.,positive,build quality,1,0
RV00355,2024-12-17,P003,Retail Survey,4,The FitTrack Neo feels reliable and the price is excellent. Delivery was quick and I would recommend it.,positive,price,1,4
RV00356,2024-03-13,P002,Marketplace,1,The SonicWave Lite costs too much for this level of battery. I requested a return.,negative,battery,1,13
RV00357,2024-04-07,P001,Support Follow-up,3,An ordinary experience with the PulseBottle Pro. The build quality is okay for the price.,neutral,build quality,0,9
RV00358,2024-07-05,P003,Marketplace,3,"I received the FitTrack Neo. It works as described, although the battery is neither great nor poor.",neutral,battery,1,12
RV00359,2025-10-12,P003,MarketPulse Store,4,The FitTrack Neo feels reliable and the display is excellent. Delivery was quick and I would recommend it.,positive,display,1,25
RV00360,2025-11-12,P003,Support Follow-up,2,The FitTrack Neo costs too much for this level of price. I requested a return.,negative,price,1,0
RV00361,2024-04-01,P002,Retail Survey,2,The SonicWave Lite disappointed me. The price is poor and support took too long to respond.,negative,price,1,2
RV00362,2024-07-19,P001,MarketPulse Store,4,"I have used the PulseBottle Pro for several weeks. Great price, simple setup, and helpful service.",positive,price,1,4
RV00363,2025-11-26,P001,MarketPulse Store,5,"I have used the PulseBottle Pro for several weeks. Great build quality, simple setup, and helpful service.",positive,build quality,1,15
RV00364,2024-03-10,P001,Marketplace,4,Excellent purchase. The PulseBottle Pro has strong price and arrived in perfect condition.,positive,price,1,4
RV00365,2024-10-24,P001,MarketPulse Store,5,"I have used the PulseBottle Pro for several weeks. Great lid seal, simple setup, and helpful service.",positive,lid seal,1,0
RV00366,2025-07-12,P003,Support Follow-up,1,"Bad experience. The FitTrack Neo has weak battery, confusing setup, and unhelpful service.",negative,battery,1,5
RV00367,2025-02-12,P002,Marketplace,3,The SonicWave Lite is acceptable. The sound quality is average and delivery took the expected time.,neutral,sound quality,1,12
RV00368,2024-11-08,P004,Support Follow-up,2,Not satisfied with the AeroRun Flex. The sole quality failed within a few days and delivery was delayed.,negative,sole quality,1,4
RV00369,2025-10-26,P004,Support Follow-up,4,"I have used the AeroRun Flex for several weeks. Great price, simple setup, and helpful service.",positive,price,1,14
RV00370,2024-07-25,P003,MarketPulse Store,4,The FitTrack Neo feels reliable and the battery is excellent. Delivery was quick and I would recommend it.,positive,battery,1,4
RV00371,2024-01-27,P004,Support Follow-up,3,"I received the AeroRun Flex. It works as described, although the fit is neither great nor poor.",neutral,fit,0,0
RV00372,2024-11-27,P001,Marketplace,4,The PulseBottle Pro feels reliable and the build quality is excellent. Delivery was quick and I would recommend it.,positive,build quality,1,12
RV00373,2024-01-28,P004,Retail Survey,5,"I have used the AeroRun Flex for several weeks. Great price, simple setup, and helpful service.",positive,price,1,9
RV00374,2024-03-17,P003,Retail Survey,4,"I have used the FitTrack Neo for several weeks. Great fitness tracking, simple setup, and helpful service.",positive,fitness tracking,1,9
RV00375,2025-09-12,P003,Retail Survey,4,Very happy with the FitTrack Neo. The battery exceeded my expectations and the price feels fair.,positive,battery,1,9
RV00376,2025-04-02,P004,Support Follow-up,2,Not satisfied with the AeroRun Flex. The comfort failed within a few days and delivery was delayed.,negative,comfort,1,6
RV00377,2024-01-18,P001,MarketPulse Store,5,"I have used the PulseBottle Pro for several weeks. Great temperature retention, simple setup, and helpful service.",positive,temperature retention,1,0
RV00378,2024-04-14,P002,Support Follow-up,5,Excellent purchase. The SonicWave Lite has strong comfort and arrived in perfect condition.,positive,comfort,0,6
RV00379,2024-03-15,P004,Retail Survey,5,Very happy with the AeroRun Flex. The fit exceeded my expectations and the price feels fair.,positive,fit,1,13
RV00380,2024-01-29,P002,Retail Survey,1,The SonicWave Lite costs too much for this level of comfort. I requested a return.,negative,comfort,1,3
RV00381,2024-05-16,P003,Support Follow-up,1,Not satisfied with the FitTrack Neo. The display failed within a few days and delivery was delayed.,negative,display,0,16
RV00382,2024-10-17,P004,Marketplace,1,The AeroRun Flex disappointed me. The sole quality is poor and support took too long to respond.,negative,sole quality,1,1
RV00383,2024-11-15,P002,Retail Survey,5,"I have used the SonicWave Lite for several weeks. Great battery, simple setup, and helpful service.",positive,battery,1,9
RV00384,2025-10-28,P001,Support Follow-up,5,"I have used the PulseBottle Pro for several weeks. Great temperature retention, simple setup, and helpful service.",positive,temperature retention,1,9
RV00385,2025-02-16,P001,Support Follow-up,5,Very happy with the PulseBottle Pro. The price exceeded my expectations and the price feels fair.,positive,price,1,0
RV00386,2024-05-06,P002,MarketPulse Store,4,Excellent purchase. The SonicWave Lite has strong price and arrived in perfect condition.,positive,price,1,21
RV00387,2024-10-02,P003,Support Follow-up,3,An ordinary experience with the FitTrack Neo. The fitness tracking is okay for the price.,neutral,fitness tracking,1,12
RV00388,2024-01-02,P004,Marketplace,5,Excellent purchase. The AeroRun Flex has strong price and arrived in perfect condition.,positive,price,0,0
RV00389,2024-04-01,P004,Retail Survey,4,The AeroRun Flex feels reliable and the fit is excellent. Delivery was quick and I would recommend it.,positive,fit,1,12
RV00390,2025-08-18,P004,Marketplace,5,Excellent purchase. The AeroRun Flex has strong sole quality and arrived in perfect condition.,positive,sole quality,0,2
RV00391,2024-04-23,P003,Retail Survey,4,The FitTrack Neo feels reliable and the display is excellent. Delivery was quick and I would recommend it.,positive,display,1,4
RV00392,2024-05-15,P001,Retail Survey,5,Excellent purchase. The PulseBottle Pro has strong lid seal and arrived in perfect condition.,positive,lid seal,1,0
RV00393,2024-01-16,P001,Retail Survey,2,The PulseBottle Pro costs too much for this level of build quality. I requested a return.,negative,build quality,1,4
RV00394,2024-11-23,P003,MarketPulse Store,3,The FitTrack Neo is fine for regular use. The battery matches the listed specifications.,neutral,battery,0,13
RV00395,2025-06-08,P001,Retail Survey,5,Excellent purchase. The PulseBottle Pro has strong price and arrived in perfect condition.,positive,price,1,13
RV00396,2024-10-07,P004,MarketPulse Store,5,Very happy with the AeroRun Flex. The comfort exceeded my expectations and the price feels fair.,positive,comfort,1,0
RV00397,2024-02-25,P001,MarketPulse Store,4,"I have used the PulseBottle Pro for several weeks. Great lid seal, simple setup, and helpful service.",positive,lid seal,1,2
RV00398,2024-01-27,P002,Marketplace,1,"Bad experience. The SonicWave Lite has weak comfort, confusing setup, and unhelpful service.",negative,comfort,0,0
RV00399,2024-02-06,P003,MarketPulse Store,4,The FitTrack Neo feels reliable and the battery is excellent. Delivery was quick and I would recommend it.,positive,battery,1,8
RV00400,2025-11-12,P002,Retail Survey,5,Excellent purchase. The SonicWave Lite has strong comfort and arrived in perfect condition.,positive,comfort,1,13
RV00401,2024-01-23,P001,Support Follow-up,4,"I have used the PulseBottle Pro for several weeks. Great price, simple setup, and helpful service.",positive,price,1,9
RV00402,2024-01-20,P002,MarketPulse Store,1,Not satisfied with the SonicWave Lite. The battery failed within a few days and delivery was delayed.,negative,battery,1,3
RV00403,2024-05-19,P001,Marketplace,5,"I have used the PulseBottle Pro for several weeks. Great temperature retention, simple setup, and helpful service.",positive,temperature retention,1,23
RV00404,2025-05-24,P001,Marketplace,1,The PulseBottle Pro disappointed me. The temperature retention is poor and support took too long to respond.,negative,temperature retention,1,20
RV00405,2024-07-13,P002,Marketplace,2,"Bad experience. The SonicWave Lite has weak price, confusing setup, and unhelpful service.",negative,price,1,9
RV00406,2025-08-01,P003,Retail Survey,5,Very happy with the FitTrack Neo. The fitness tracking exceeded my expectations and the price feels fair.,positive,fitness tracking,0,9
RV00407,2024-07-07,P004,Retail Survey,4,"I have used the AeroRun Flex for several weeks. Great sole quality, simple setup, and helpful service.",positive,sole quality,1,2
RV00408,2025-06-22,P002,Support Follow-up,5,The SonicWave Lite feels reliable and the sound quality is excellent. Delivery was quick and I would recommend it.,positive,sound quality,1,9
RV00409,2024-06-19,P004,Support Follow-up,5,The AeroRun Flex feels reliable and the price is excellent. Delivery was quick and I would recommend it.,positive,price,1,8
RV00410,2024-01-20,P002,MarketPulse Store,4,Very happy with the SonicWave Lite. The comfort exceeded my expectations and the price feels fair.,positive,comfort,1,2
RV00411,2025-02-17,P003,Marketplace,4,"I have used the FitTrack Neo for several weeks. Great price, simple setup, and helpful service.",positive,price,1,0
RV00412,2025-03-09,P003,MarketPulse Store,1,The FitTrack Neo costs too much for this level of display. I requested a return.,negative,display,1,6
RV00413,2024-08-08,P002,Marketplace,5,The SonicWave Lite feels reliable and the price is excellent. Delivery was quick and I would recommend it.,positive,price,0,16
RV00414,2025-08-22,P001,MarketPulse Store,5,"I have used the PulseBottle Pro for several weeks. Great temperature retention, simple setup, and helpful service.",positive,temperature retention,1,7
RV00415,2025-01-13,P001,Retail Survey,2,The PulseBottle Pro costs too much for this level of build quality. I requested a return.,negative,build quality,1,14
RV00416,2024-06-01,P001,Retail Survey,5,Very happy with the PulseBottle Pro. The price exceeded my expectations and the price feels fair.,positive,price,1,0
RV00417,2025-08-13,P004,Retail Survey,4,Excellent purchase. The AeroRun Flex has strong comfort and arrived in perfect condition.,positive,comfort,1,0
RV00418,2025-12-19,P003,Support Follow-up,5,Very happy with the FitTrack Neo. The price exceeded my expectations and the price feels fair.,positive,price,1,0
RV00419,2024-08-19,P002,Retail Survey,5,Excellent purchase. The SonicWave Lite has strong battery and arrived in perfect condition.,positive,battery,1,5
RV00420,2024-04-09,P002,MarketPulse Store,5,Excellent purchase. The SonicWave Lite has strong battery and arrived in perfect condition.,positive,battery,1,5
RV00421,2025-11-01,P003,Retail Survey,1,The FitTrack Neo costs too much for this level of price. I requested a return.,negative,price,1,15
RV00422,2025-05-03,P004,Marketplace,2,Not satisfied with the AeroRun Flex. The sole quality failed within a few days and delivery was delayed.,negative,sole quality,1,4
RV00423,2024-12-14,P003,Support Follow-up,5,"I have used the FitTrack Neo for several weeks. Great display, simple setup, and helpful service.",positive,display,1,2
RV00424,2024-02-26,P001,MarketPulse Store,3,The PulseBottle Pro is fine for regular use. The build quality matches the listed specifications.,neutral,build quality,1,13
RV00425,2024-04-12,P003,Marketplace,5,"I have used the FitTrack Neo for several weeks. Great price, simple setup, and helpful service.",positive,price,0,2
RV00426,2025-04-25,P001,Marketplace,5,Excellent purchase. The PulseBottle Pro has strong temperature retention and arrived in perfect condition.,positive,temperature retention,1,0
RV00427,2024-12-09,P004,MarketPulse Store,1,Not satisfied with the AeroRun Flex. The price failed within a few days and delivery was delayed.,negative,price,1,15
RV00428,2025-03-15,P001,Retail Survey,5,The PulseBottle Pro feels reliable and the build quality is excellent. Delivery was quick and I would recommend it.,positive,build quality,1,0
RV00429,2024-05-29,P001,Retail Survey,2,Not satisfied with the PulseBottle Pro. The temperature retention failed within a few days and delivery was delayed.,negative,temperature retention,0,5
RV00430,2024-05-29,P001,Support Follow-up,5,"I have used the PulseBottle Pro for several weeks. Great price, simple setup, and helpful service.",positive,price,1,12
RV00431,2024-09-19,P003,Marketplace,2,"Bad experience. The FitTrack Neo has weak battery, confusing setup, and unhelpful service.",negative,battery,1,0
RV00432,2024-07-04,P004,Support Follow-up,4,Excellent purchase. The AeroRun Flex has strong comfort and arrived in perfect condition.,positive,comfort,0,4
RV00433,2024-12-19,P001,Support Follow-up,4,Very happy with the PulseBottle Pro. The lid seal exceeded my expectations and the price feels fair.,positive,lid seal,1,3
RV00434,2024-11-20,P001,Marketplace,1,The PulseBottle Pro costs too much for this level of temperature retention. I requested a return.,negative,temperature retention,1,14
RV00435,2024-11-04,P001,Retail Survey,4,Excellent purchase. The PulseBottle Pro has strong temperature retention and arrived in perfect condition.,positive,temperature retention,1,4
RV00436,2024-04-18,P002,MarketPulse Store,5,Excellent purchase. The SonicWave Lite has strong battery and arrived in perfect condition.,positive,battery,1,14
RV00437,2025-12-10,P001,MarketPulse Store,3,The PulseBottle Pro is acceptable. The lid seal is average and delivery took the expected time.,neutral,lid seal,0,5
RV00438,2024-12-18,P003,Support Follow-up,2,The FitTrack Neo disappointed me. The fitness tracking is poor and support took too long to respond.,negative,fitness tracking,1,2
RV00439,2024-10-21,P004,Support Follow-up,4,Very happy with the AeroRun Flex. The comfort exceeded my expectations and the price feels fair.,positive,comfort,1,9
RV00440,2024-08-22,P001,Support Follow-up,3,"I received the PulseBottle Pro. It works as described, although the build quality is neither great nor poor.",neutral,build quality,1,10
RV00441,2024-08-05,P004,Retail Survey,4,The AeroRun Flex feels reliable and the price is excellent. Delivery was quick and I would recommend it.,positive,price,1,8
RV00442,2025-05-16,P002,Marketplace,5,Excellent purchase. The SonicWave Lite has strong comfort and arrived in perfect condition.,positive,comfort,1,21
RV00443,2025-03-27,P001,MarketPulse Store,5,The PulseBottle Pro feels reliable and the temperature retention is excellent. Delivery was quick and I would recommend it.,positive,temperature retention,1,12
RV00444,2024-07-08,P002,Support Follow-up,5,Very happy with the SonicWave Lite. The price exceeded my expectations and the price feels fair.,positive,price,1,11
RV00445,2024-09-26,P004,Retail Survey,5,Very happy with the AeroRun Flex. The sole quality exceeded my expectations and the price feels fair.,positive,sole quality,1,5
RV00446,2025-05-20,P002,MarketPulse Store,4,The SonicWave Lite feels reliable and the comfort is excellent. Delivery was quick and I would recommend it.,positive,comfort,1,3
RV00447,2025-06-27,P004,MarketPulse Store,5,The AeroRun Flex feels reliable and the comfort is excellent. Delivery was quick and I would recommend it.,positive,comfort,1,13
RV00448,2024-06-04,P003,Support Follow-up,2,Not satisfied with the FitTrack Neo. The battery failed within a few days and delivery was delayed.,negative,battery,1,12
RV00449,2024-05-13,P004,Support Follow-up,4,The AeroRun Flex feels reliable and the fit is excellent. Delivery was quick and I would recommend it.,positive,fit,1,0
RV00450,2025-12-01,P004,Support Follow-up,2,The AeroRun Flex costs too much for this level of price. I requested a return.,negative,price,1,14
RV00451,2025-04-02,P003,Support Follow-up,3,An ordinary experience with the FitTrack Neo. The battery is okay for the price.,neutral,battery,1,10
RV00452,2025-07-17,P002,MarketPulse Store,5,Excellent purchase. The SonicWave Lite has strong comfort and arrived in perfect condition.,positive,comfort,1,16
RV00453,2024-02-11,P004,Support Follow-up,5,Excellent purchase. The AeroRun Flex has strong sole quality and arrived in perfect condition.,positive,sole quality,1,2
RV00454,2024-08-29,P002,Support Follow-up,3,The SonicWave Lite is acceptable. The sound quality is average and delivery took the expected time.,neutral,sound quality,1,22
RV00455,2024-02-23,P001,Marketplace,3,"I received the PulseBottle Pro. It works as described, although the temperature retention is neither great nor poor.",neutral,temperature retention,1,11
RV00456,2025-12-02,P002,Support Follow-up,4,Excellent purchase. The SonicWave Lite has strong comfort and arrived in perfect condition.,positive,comfort,1,0
RV00457,2024-11-04,P004,MarketPulse Store,5,Excellent purchase. The AeroRun Flex has strong comfort and arrived in perfect condition.,positive,comfort,1,3
RV00458,2024-05-14,P003,Retail Survey,1,The FitTrack Neo costs too much for this level of price. I requested a return.,negative,price,1,9
RV00459,2025-12-10,P001,Support Follow-up,2,"Bad experience. The PulseBottle Pro has weak lid seal, confusing setup, and unhelpful service.",negative,lid seal,1,7
RV00460,2025-01-10,P003,Retail Survey,3,An ordinary experience with the FitTrack Neo. The display is okay for the price.,neutral,display,1,15
RV00461,2024-10-14,P002,Retail Survey,5,Excellent purchase. The SonicWave Lite has strong sound quality and arrived in perfect condition.,positive,sound quality,1,4
RV00462,2025-04-21,P001,Marketplace,3,The PulseBottle Pro is acceptable. The temperature retention is average and delivery took the expected time.,neutral,temperature retention,1,6
RV00463,2024-10-08,P001,MarketPulse Store,3,The PulseBottle Pro is fine for regular use. The lid seal matches the listed specifications.,neutral,lid seal,1,13
RV00464,2025-10-29,P003,Marketplace,5,Very happy with the FitTrack Neo. The price exceeded my expectations and the price feels fair.,positive,price,1,0
RV00465,2024-08-22,P001,Marketplace,4,Very happy with the PulseBottle Pro. The lid seal exceeded my expectations and the price feels fair.,positive,lid seal,1,3
RV00466,2024-06-27,P002,Retail Survey,2,Not satisfied with the SonicWave Lite. The battery failed within a few days and delivery was delayed.,negative,battery,1,5
RV00467,2024-05-19,P004,Marketplace,5,The AeroRun Flex feels reliable and the price is excellent. Delivery was quick and I would recommend it.,positive,price,0,6
RV00468,2025-01-28,P002,Marketplace,4,Very happy with the SonicWave Lite. The comfort exceeded my expectations and the price feels fair.,positive,comfort,1,4
RV00469,2024-11-05,P003,Retail Survey,5,Very happy with the FitTrack Neo. The fitness tracking exceeded my expectations and the price feels fair.,positive,fitness tracking,0,11
RV00470,2024-05-12,P002,Support Follow-up,3,An ordinary experience with the SonicWave Lite. The battery is okay for the price.,neutral,battery,1,3
RV00471,2024-08-14,P003,Marketplace,3,"I received the FitTrack Neo. It works as described, although the price is neither great nor poor.",neutral,price,1,1
RV00472,2024-03-23,P001,Support Follow-up,4,The PulseBottle Pro feels reliable and the build quality is excellent. Delivery was quick and I would recommend it.,positive,build quality,1,16
RV00473,2024-06-17,P004,MarketPulse Store,1,Not satisfied with the AeroRun Flex. The comfort failed within a few days and delivery was delayed.,negative,comfort,1,0
RV00474,2024-07-29,P004,MarketPulse Store,2,The AeroRun Flex costs too much for this level of sole quality. I requested a return.,negative,sole quality,1,14
RV00475,2025-03-19,P004,MarketPulse Store,4,The AeroRun Flex feels reliable and the comfort is excellent. Delivery was quick and I would recommend it.,positive,comfort,1,2
RV00476,2025-05-23,P004,MarketPulse Store,3,The AeroRun Flex is fine for regular use. The price matches the listed specifications.,neutral,price,1,6
RV00477,2025-08-18,P002,Retail Survey,5,Excellent purchase. The SonicWave Lite has strong price and arrived in perfect condition.,positive,price,1,5
RV00478,2025-06-15,P001,Retail Survey,3,The PulseBottle Pro is fine for regular use. The build quality matches the listed specifications.,neutral,build quality,1,5
RV00479,2025-07-08,P003,MarketPulse Store,4,Very happy with the FitTrack Neo. The display exceeded my expectations and the price feels fair.,positive,display,1,10
RV00480,2024-12-27,P004,MarketPulse Store,3,"I received the AeroRun Flex. It works as described, although the price is neither great nor poor.",neutral,price,1,12
RV00481,2025-06-23,P003,MarketPulse Store,4,"I have used the FitTrack Neo for several weeks. Great price, simple setup, and helpful service.",positive,price,1,0
RV00482,2024-11-17,P003,Marketplace,3,The FitTrack Neo is acceptable. The fitness tracking is average and delivery took the expected time.,neutral,fitness tracking,0,16
RV00483,2025-11-07,P002,Support Follow-up,4,The SonicWave Lite feels reliable and the price is excellent. Delivery was quick and I would recommend it.,positive,price,1,0
RV00484,2025-12-09,P003,Marketplace,5,"I have used the FitTrack Neo for several weeks. Great battery, simple setup, and helpful service.",positive,battery,1,5
RV00485,2024-09-27,P001,Support Follow-up,1,The PulseBottle Pro disappointed me. The price is poor and support took too long to respond.,negative,price,1,7
RV00486,2025-09-08,P001,MarketPulse Store,3,The PulseBottle Pro is fine for regular use. The price matches the listed specifications.,neutral,price,0,5
RV00487,2024-08-22,P003,Marketplace,3,The FitTrack Neo is acceptable. The battery is average and delivery took the expected time.,neutral,battery,1,2
RV00488,2025-01-27,P001,Retail Survey,3,An ordinary experience with the PulseBottle Pro. The lid seal is okay for the price.,neutral,lid seal,1,5
RV00489,2024-12-11,P003,Marketplace,5,The FitTrack Neo feels reliable and the price is excellent. Delivery was quick and I would recommend it.,positive,price,1,8
RV00490,2024-03-23,P001,Retail Survey,2,The PulseBottle Pro costs too much for this level of build quality. I requested a return.,negative,build quality,1,4
RV00491,2025-03-15,P002,Retail Survey,3,The SonicWave Lite is acceptable. The comfort is average and delivery took the expected time.,neutral,comfort,1,16
RV00492,2025-09-18,P001,Support Follow-up,3,The PulseBottle Pro is acceptable. The lid seal is average and delivery took the expected time.,neutral,lid seal,1,7
RV00493,2024-09-10,P001,Support Follow-up,5,"I have used the PulseBottle Pro for several weeks. Great build quality, simple setup, and helpful service.",positive,build quality,1,13
RV00494,2025-10-02,P001,Support Follow-up,4,Very happy with the PulseBottle Pro. The lid seal exceeded my expectations and the price feels fair.,positive,lid seal,1,0
RV00495,2024-12-29,P001,Retail Survey,2,The PulseBottle Pro disappointed me. The price is poor and support took too long to respond.,negative,price,1,7
RV00496,2024-06-25,P003,MarketPulse Store,5,Excellent purchase. The FitTrack Neo has strong battery and arrived in perfect condition.,positive,battery,1,0
RV00497,2025-10-30,P001,Support Follow-up,4,The PulseBottle Pro feels reliable and the temperature retention is excellent. Delivery was quick and I would recommend it.,positive,temperature retention,0,0
RV00498,2025-07-29,P001,MarketPulse Store,1,The PulseBottle Pro costs too much for this level of price. I requested a return.,negative,price,1,16
RV00499,2025-03-08,P004,MarketPulse Store,3,The AeroRun Flex is fine for regular use. The sole quality matches the listed specifications.,neutral,sole quality,1,14
RV00500,2024-01-14,P003,Retail Survey,4,Excellent purchase. The FitTrack Neo has strong price and arrived in perfect condition.,positive,price,1,17
RV00501,2025-06-13,P002,MarketPulse Store,5,Excellent purchase. The SonicWave Lite has strong comfort and arrived in perfect condition.,positive,comfort,0,1
RV00502,2025-04-20,P001,Marketplace,5,The PulseBottle Pro feels reliable and the price is excellent. Delivery was quick and I would recommend it.,positive,price,1,12
